index,10.0,11.03,12.07,13.1,14.14,15.17,16.21,17.24,18.28,19.31,20.34,21.38,22.41,23.45,24.48,25.52,26.55,27.59,28.62,29.66,30.69,31.72,32.76,33.79,34.83,35.86,36.9,37.93,38.97,40.0
1.0,-2.987640875743326,-3.0982671543420164,-3.8962433507246055,-2.7199853175854276,-2.313840170067355,-2.247762048889342,-2.461574675258974,-3.1743958718358773,-3.0827822511914493,-2.1829973428303657,-1.8062835225855183,-1.6528679449547725,-1.6697811996052638,-1.8917083088006779,-2.503545165689516,-3.394810047443529,-2.0472881320442866,-1.5836543864872032,-1.3746138044817477,-1.3267099843821717,-1.4314723076447535,-1.747756437326129,-2.6064250098299437,-2.5867200657512197,-1.6773106926566572,-1.3105181580102825,-1.1520155056557289,-1.1398115558497084,-1.275645612922904,-1.629131852942133
2.0,-2.5017853358578908,-1.466183717315113,-1.0558844120648407,-0.827613495202387,-0.6955196787422727,-0.6293349886291177,-0.6168482325704733,-0.6547498772261401,-0.7466487980411661,-0.9051969417824027,-1.1616270083677618,-1.6052987267931842,-2.7219824120188445,-2.2224119573668037,-1.4218184922566817,-1.1620055264766578,-1.0509245522102086,-0.9735614826324827,-0.9107808479303615,-0.817665898720141,-0.8556568838432418,-0.813264147817302,-0.7119578896211267,-0.740645850684105,-0.7839164955473118,-1.030807194393027,-1.4370645558413868,-2.3257128270166243,-2.4244320255019685,-1.6110483494778454
3.0,-0.9985978557959538,-1.4068724388323115,-2.2084047844515355,-2.7354993035133672,-1.610900798290647,-1.2614279770719437,-1.1048736553663818,-1.0302106224908298,-0.9724941647739999,-0.9304600381326547,-0.8758777002530507,-0.883418107316657,-0.8602813914630232,-0.811586341642551,-0.8130200133427131,-0.8288482002844778,-0.8267599542923845,-0.8072359748787911,-0.7729197287653771,-0.7433649026609029,-0.776610787707798,-0.9958047407025968,-1.314436444888871,-1.8542708577256717,-3.4995673383107744,-2.067382810517882,-1.6205028760506177,-1.490331814035352,-1.358944197882828,-1.3048103352551226
4.0,-0.5047481575578568,-0.6471903778074622,-0.826865250068705,-1.062810866011897,-1.396711402683797,-1.9535563482336815,-3.642311749115015,-2.1376663966627434,-1.6591708010304915,-1.4527759634680695,-1.3404279294552592,-1.2803091043467836,-1.2062559765945475,-1.1527415279681312,-1.146221875990978,-1.0946056875856598,-1.0388754811634757,-1.066699765050506,-1.0669738419024075,-1.0394797754304381,-0.9898769046152526,-0.9549888486290282,-0.9897394120044835,-1.0109599760386716,-1.0164531056538082,-1.0056990612818015,-0.9800524357472812,-0.942283162502065,-0.8957221901987747,-0.8985259021313456
5.0,-0.3106810478828901,-0.38889129854339527,-0.48082905980297,-0.5896355638085409,-0.720012742179117,-0.8794233692572013,-1.080736584086456,-1.3490814482486246,-1.7448135743378537,-2.4912481544214438,-3.21032103309448,-2.0261816051208954,-1.7540472332588706,-1.5779231760666246,-1.5173091769561773,-1.3828124865491236,-1.3884678037693512,-1.3266009157491538,-1.2467693477755113,-1.272660359811384,-1.2576154814802638,-1.2058789869024518,-1.12954363012642,-1.1633951475967685,-1.1850069667316212,-1.1830616091253399,-1.1580741353285124,-1.1141163512334207,-1.0567186391613406,-1.0575982563319863
6.0,-0.2116562286546842,-0.26216869726956066,-0.3199630274726269,-0.3860290644641709,-0.4616754936907957,-0.5486702073620051,-0.6494707831852821,-0.7676222073743298,-0.9084927534550327,-1.0807693253995134,-1.2998708380663895,-1.597381592197577,-2.0560363561726933,-3.055973268151756,-2.8047351856874547,-2.0223741450570145,-1.8096886857806942,-1.69798602488799,-1.6135976990452277,-1.5412892420364492,-1.4424980401048981,-1.4540162987177772,-1.409710316243433,-1.3247441302672411,-1.3390167739384535,-1.3571198277493637,-1.3405574710879364,-1.2933159084007024,-1.2246277347069197,-1.2063633183838742
7.0,-0.15381972730853466,-0.18945177491320528,-0.22966618288119214,-0.27487969761630415,-0.32561146980639766,-0.38251430861801305,-0.4464182316816107,-0.5183980156064877,-0.5998705307399423,-0.692752007772434,-0.799719883708427,-0.9246670135277116,-1.0735561019917181,-1.2561982668622258,-1.4904733128807317,-1.8145220832079427,-2.3362831653254643,-3.6062948263181207,-2.651642235084027,-2.0314637771014423,-1.8460856847493239,-1.7512034417526534,-1.6276970026985922,-1.6175473288174462,-1.5378212615712783,-1.488388325717604,-1.5066974302216007,-1.477551576871792,-1.4106496895163698,-1.3279779848828026
8.0,-0.11697217681904891,-0.14357201777970421,-0.1733528176208589,-0.20652148826436575,-0.24332729423901592,-0.2840718900737398,-0.32912137732721736,-0.3789240295345424,-0.43403400849197993,-0.4951444110857515,-0.563134849634266,-0.6391427142112437,-0.7246705550682411,-0.8217576827843104,-0.9332673096221558,-1.063390581913267,-1.2186215887369711,-1.409801330211082,-1.6571576409393354,-2.0054541312517755,-2.5910225678180163,-3.9250297860648335,-2.5985494510498315,-2.0292787814658464,-1.8479485987993693,-1.774695189288548,-1.6763147597199228,-1.6548646744831712,-1.627828105174047,-1.5495598966244182
9.0,-0.09201488702524296,-0.11268269949682602,-0.13570288473721404,-0.16118951928677883,-0.18927757535895104,-0.22012607574403442,-0.2539230355843241,-0.2908919524681126,-0.33129835875919533,-0.3754604648925012,-0.4237627159304392,-0.4766735261049032,-0.5347699410987955,-0.5987738174802435,-0.6695994365681412,-0.7484300032795748,-0.8368334863233797,-0.9369401696385593,-1.0517570339965625,-1.18570658548876,-1.3456949456671567,-1.543373690342343,-1.8007788058875676,-2.1677852478022612,-2.8005326971133413,-3.713739877205628,-2.58352649391221,-2.0565359795194924,-1.8617281877106413,-1.7544522490863754
