index,3.0,3.12,3.24,3.37,3.49,3.61,3.73,3.86,3.98,4.1,4.22,4.35,4.47,4.59,4.71,4.84,4.96,5.08,5.2,5.33,5.45,5.57,5.69,5.82,5.94,6.06,6.18,6.31,6.43,6.55,6.67,6.8,6.92,7.04,7.16,7.29,7.41,7.53,7.65,7.78,7.9,8.02,8.14,8.27,8.39,8.51,8.63,8.76,8.88,9.0
1.0,-0.06101880628424634,-0.059854452557087,-0.058676963248259315,-0.05748926157670187,-0.05635905807031675,-0.055291689599917516,-0.05421917796580831,-0.053143687930776375,-0.05206731904420849,-0.05099209942766749,-0.04991998013652275,-0.048852830108269046,-0.04779243170458503,-0.04674047685061718,-0.04569856377035005,-0.044827751344333276,-0.04397315746844224,-0.04312902875707865,-0.0422962257726919,-0.041475389589241705,-0.04066754145109527,-0.03987302733930999,-0.039092168596080425,-0.038325877035834836,-0.0375743152089686,-0.0368377789986306,-0.03611648556644818,-0.03541057520685447,-0.03472014374108374,-0.03404521017422624,-0.03338572132190763,-0.032741630218,-0.03221943667825083,-0.03176142904267566,-0.03131533936650712,-0.030880763492834126,-0.030457264645240033,-0.030044391499262538,-0.029641662645839995,-0.029248599942721835,-0.028864708710926147,-0.02848952043294593,-0.028122495102097,-0.02776318802459845,-0.027411104067469168,-0.027065834783145167,-0.026726682060184397,-0.026393415662831664,-0.02606557393584115,-0.025742712402712965
1.29,-0.10221872584873208,-0.10022317937747283,-0.09820736394743433,-0.09617610256269349,-0.09426269583226722,-0.09244017400867868,-0.09061054328663672,-0.08877751107128184,-0.08694465929899495,-0.08511541112562565,-0.08329308962290216,-0.08148083785632639,-0.0796816308605448,-0.07789832199572311,-0.07614758436368774,-0.0746856001611763,-0.0732407453061366,-0.07181455059867667,-0.07040845537681642,-0.06902368014508235,-0.06766065137777309,-0.06632185749924605,-0.06500724018647727,-0.06371751486943017,-0.062453262461759834,-0.06121515876006166,-0.060002992056209466,-0.05881725937227904,-0.057658055386776555,-0.05652541944128827,-0.05541927643584576,-0.05433935321369532,-0.05349530390176644,-0.052729445187973255,-0.05198365738301026,-0.0512574212265425,-0.050549717732712225,-0.049859841484963155,-0.04918697668657197,-0.04853029333442735,-0.047888954768297194,-0.0472621223943685,-0.046648004792435395,-0.04604782452535014,-0.045459734625754714,-0.044882956514841914,-0.04431669469364778,-0.04376024933820085,-0.043212887986189386,-0.04267392710128551
1.57,-0.15538706304272887,-0.152262866790495,-0.14911079870797792,-0.1459388586674009,-0.1429883379747578,-0.1401488467874812,-0.13730177614143307,-0.13445290566271986,-0.1316077695101434,-0.12877165924911482,-0.12594964574252815,-0.12314653517938631,-0.12036770093049608,-0.11761598423551506,-0.11496092502181324,-0.11271072123954545,-0.11048907672801783,-0.10829823901929025,-0.10614020516252745,-0.10401678168441453,-0.10192954542223294,-0.09987981901134396,-0.09786873946181843,-0.09589722813197298,-0.0939660101915228,-0.09207564928206188,-0.09022649851060728,-0.08841877187352983,-0.0866525058778982,-0.08492765535851662,-0.08324392743235336,-0.08160102886304783,-0.08037688977360545,-0.07921562466645327,-0.07808506367633163,-0.07698415364004173,-0.07591168833333252,-0.07486643388271329,-0.07384713034070152,-0.0728524956202747,-0.07188124964255573,-0.0709321038394741,-0.07000378277379725,-0.06909560100975799,-0.06820524414179507,-0.06733192407487973,-0.06647411199456944,-0.06563185785124408,-0.06480338255710794,-0.06398773114626448
1.86,-0.22188840773058022,-0.21725722506033382,-0.21259308337245705,-0.20790788879633548,-0.20361541345298095,-0.1994337266070472,-0.195247686064547,-0.1910657723884207,-0.1868952556722754,-0.1827455219652971,-0.17862283783094857,-0.17453403127232794,-0.17048551194481049,-0.1664832605284054,-0.16271197942278773,-0.15944998239573754,-0.15623315646755565,-0.15306456003363314,-0.14994689947694445,-0.14688255162633101,-0.14387355419712888,-0.14092162950079215,-0.1380281989810328,-0.13519438898423092,-0.13242104996250756,-0.1297087690949554,-0.1270578881751823,-0.12446851555468674,-0.12194054699715148,-0.11947367134165224,-0.11706739971133395,-0.11477685809522,-0.11307877730128608,-0.11142663693838382,-0.10981880803522999,-0.10825358389863825,-0.10672919344847749,-0.10524381834063598,-0.10379560543223718,-0.10238268443724066,-0.10100318115296762,-0.09965523335759295,-0.09833699279442285,-0.09704665144914729,-0.09578244266992293,-0.09454265315335597,-0.09332563293094702,-0.09212979476882927,-0.09095363294723023,-0.08979572054125592
2.14,-0.3036755740418119,-0.2970351667559912,-0.2903632265685131,-0.28367700189704553,-0.27765551593409016,-0.27171181322732985,-0.26577447124572773,-0.2598553451820664,-0.2539655648938999,-0.24811562964010905,-0.24231542448262275,-0.23657415155597586,-0.23090038018867107,-0.2253020181709722,-0.2201671847513319,-0.21562388148674067,-0.21115011546571325,-0.20674979067687527,-0.20242621516211717,-0.19818223554931294,-0.19402031024304003,-0.18994239571690044,-0.18595006762536168,-0.18204448471568987,-0.17822646985125665,-0.17449646809457744,-0.17085462341961827,-0.16730076621568604,-0.16383445630925159,-0.16045500514970004,-0.15716143851127817,-0.15419073557247817,-0.1518785166651814,-0.14962981358322164,-0.14744224704400608,-0.145313362742361,-0.14324063951003393,-0.14122148556004627,-0.13925329806238812,-0.13733345351609,-0.1354593382703659,-0.1336283648499669,-0.13183800563734172,-0.13008570817766307,-0.12836907110761028,-0.12668578303954522,-0.12503352214243088,-0.1234101662219171,-0.1218136598011468,-0.12024209429552568
2.43,-0.4035762570989566,-0.3942260009161104,-0.38486111663695166,-0.3755352429300313,-0.3672483946570339,-0.35897636734112437,-0.3507360158618533,-0.3425478536836551,-0.3344172532920278,-0.32636269041095545,-0.31839696001902684,-0.310531856782271,-0.30277818996411004,-0.2951458195416869,-0.28835535092250175,-0.28219673870116624,-0.276143508364396,-0.27020004676720966,-0.26437008884642005,-0.2586567423407478,-0.25306252959783426,-0.24758940610832822,-0.24223880615524943,-0.23701166605854637,-0.23190845914517108,-0.22692921717681458,-0.22207359965377232,-0.21734086618521548,-0.21272994948446194,-0.20823947073299448,-0.20386776870539497,-0.2001801507122245,-0.19713079348681356,-0.19416643199176514,-0.1912837397105179,-0.1884793014515928,-0.18574963288473972,-0.18309120494071235,-0.1805004750364282,-0.177973903830393,-0.17550797965500703,-0.1730992394071071,-0.17074428801057936,-0.16843981255091664,-0.16618260295682036,-0.16396956131518797,-0.16179771846667945,-0.15966424250430997,-0.15756644795489025,-0.15550180377560113
2.71,-0.5258292435165173,-0.5127350426229437,-0.49967734543808806,-0.48694396886374164,-0.47548258762968315,-0.4640841885091621,-0.45277075803304184,-0.44156260302438466,-0.43047840158653333,-0.4195352311787068,-0.40874862877506507,-0.39813264163792816,-0.3876998841735384,-0.37746158965101806,-0.3686478299656674,-0.3604464207725417,-0.3524035884456647,-0.3445237484844761,-0.33681047664250563,-0.3292665694502423,-0.3218940893530319,-0.3146944070926477,-0.3076682612808477,-0.3008157870859381,-0.29413657680468175,-0.2876297140738214,-0.2812938166435104,-0.27512707563920924,-0.26912509906108234,-0.2632901244236941,-0.2576167718524679,-0.25319842824984895,-0.24927073055134008,-0.24545450221832582,-0.24174516630348497,-0.23813805979519337,-0.23462846468270954,-0.23121163802264788,-0.22788284087507119,-0.2246373659695422,-0.22147056395802966,-0.2183778681040962,-0.21535481730897194,-0.2123970773254461,-0.20950046006109432,-0.20666094088419446,-0.20387467386843464,-0.20113800493336162,-0.1984474828630621,-0.19579986821110976
3.0,-0.6770866221464901,-0.6586181479395778,-0.6403146959716908,-0.6228366338425275,-0.6069543677757193,-0.5912400434304329,-0.5757202582764878,-0.5604189333036544,-0.54535745173775,-0.5305547994960452,-0.5160277042701795,-0.5017907719702887,-0.4878566197538841,-0.4742360033484575,-0.4629091834876877,-0.4521028492238363,-0.4415349065593412,-0.4312086348001895,-0.4211263282859875,-0.4112893691661462,-0.40169829636518584,-0.3923528709908502,-0.3832521384309731,-0.3743944873883891,-0.3657777061343811,-0.35739903612935253,-0.34925522294144085,-0.34134256538532404,-0.333656962447166,-0.3261939582716898,-0.3189487853460948,-0.31382874378426884,-0.30885949434593996,-0.30403376116393577,-0.29934534819391995,-0.2947880094329845,-0.2903554825950495,-0.28604152183774634,-0.2818399294020147,-0.277744586003593,-0.2737494798050778,-0.26984873378870855,-0.26603663135045574,-0.2623076399455591,-0.2586564326256417,-0.25507790733000213,-0.25156720381553366,-0.24811971813865463,-0.24473111463377584,-0.24139733536388644
3.29,-0.8685970870482937,-0.8419344212580631,-0.8157544051380474,-0.791225460084401,-0.7689110737781528,-0.7469924874469904,-0.7254957583810809,-0.704443032480905,-0.6838528955641164,-0.6637406989981146,-0.6441188596356324,-0.6249971351235705,-0.6063828759871178,-0.5882812540441122,-0.573699549889593,-0.5595286135587229,-0.5457177403590865,-0.5322666363284193,-0.5191740138396492,-0.5064376815480511,-0.49405462701746394,-0.4820210929633282,-0.47033264789847934,-0.45898425156852823,-0.4479703163960347,-0.43728476512395353,-0.42692108516089444,-0.4168723800324128,-0.4071314182762621,-0.39769068006420183,-0.38919010860127623,-0.382796726958628,-0.37659373129890233,-0.37057290086475536,-0.3647260008873798,-0.3590448159569545,-0.3535211830088187,-0.3481470238007035,-0.3429143767139375,-0.33781542767489214,-0.3328425399661963,-0.327988282679916,-0.32324545755679146,-0.3186071239572239,-0.3140666217214394,-0.3096175916944725,-0.30525399371263734,-0.30097012190345857,-0.29676061717219926,-0.29262047677858694
