index,0.5,0.52,0.53,0.55,0.57,0.59,0.6,0.62,0.64,0.66,0.67,0.69,0.71,0.72,0.74,0.76,0.78,0.79,0.81,0.83,0.84,0.86,0.88,0.9,0.91,0.93,0.95,0.97,0.98,1.0
1.0,-0.04517966387764759,-0.04195382003467953,-0.037516232438321945,-0.030928091700618103,-0.022390891131074862,-0.017990948709750695,-0.017932431335599425,-0.018008676934155213,-0.018105990118078858,-0.018176533222785615,-0.018434511747570288,-0.0187880757859864,-0.019324238730601847,-0.020008316313131477,-0.02059174114568769,-0.02103498724806052,-0.021310352953807534,-0.021955742380878558,-0.022637004903103254,-0.023194353444243327,-0.02359653171458319,-0.023822264085366404,-0.024584873295511196,-0.025275337300256204,-0.025825538855429736,-0.0262088851916892,-0.02644698400250571,-0.02728208740650982,-0.027994098431039637,-0.028551456361164847
1.48,-0.10038946217410809,-0.09246821545867084,-0.08176430224207581,-0.06638525726470537,-0.04716916598789257,-0.039606421971219274,-0.039518576619726124,-0.03971589239015645,-0.03994856263235229,-0.040113302946379915,-0.04072144104014975,-0.04150403503827049,-0.042677005618125534,-0.044200214866417856,-0.04549993162589236,-0.04648623747322183,-0.04709586853547052,-0.04850566055205355,-0.05002742554459546,-0.05127331962383929,-0.052170824281065266,-0.0526723732400542,-0.05433774695670922,-0.05588664503460367,-0.05712096406788433,-0.057980511263880145,-0.05844821461550976,-0.060328445517544425,-0.06193453469600584,-0.06319145791447106
1.97,-0.1789542175668928,-0.1627167195876288,-0.1414025566206682,-0.11223118400063418,-0.07765200553448068,-0.06992690968961772,-0.06969776543188436,-0.07012184263644956,-0.07058026852849192,-0.07089567078276449,-0.07207232930905225,-0.07346249132526828,-0.07550742842694115,-0.0782345632821254,-0.0805633619575378,-0.08232849200433487,-0.08341196579580082,-0.08586508710416933,-0.08860301241046507,-0.0908469357965578,-0.09246045765073321,-0.09335422172146915,-0.09624611623244748,-0.09905099791018997,-0.10129036495359293,-0.10284651099862012,-0.1036506771438772,-0.10693418515838397,-0.10986283131659068,-0.11216213760514959
2.45,-0.2823233689517838,-0.2516901664687928,-0.21325285541826036,-0.16407385569033683,-0.11220188106964772,-0.10951890325121533,-0.10867902757783518,-0.10950516500716556,-0.11032443719765328,-0.11087071035997677,-0.11292843484089146,-0.11511768503349362,-0.11825593654596074,-0.12259539990504872,-0.12630497338180677,-0.12911175846314624,-0.13081855973829917,-0.13457487017566072,-0.138960936088964,-0.14255969419646175,-0.1451418366963146,-0.146554828742215,-0.15096993487515195,-0.15550260943272315,-0.15912569821750186,-0.16164099623897635,-0.16292480672490345,-0.1678982643782596,-0.17267668831257346,-0.17643640242320385
2.93,-0.4108651920456255,-0.355609564859296,-0.29087640768369716,-0.21508228462568485,-0.16274935637267188,-0.15886766541460082,-0.15672868776645732,-0.15824045640212184,-0.1596256422999779,-0.1605206870359834,-0.16391237639886508,-0.16710979492961997,-0.17154429794743464,-0.1779685055274325,-0.1834675892524868,-0.18761842584295566,-0.19011053437570305,-0.19540302551709662,-0.20195365877597043,-0.20733623522120193,-0.21118665079465707,-0.21325817876855485,-0.2194458227119418,-0.22629159122249087,-0.23177610133853885,-0.23557486428173569,-0.2374801374171056,-0.24437191083118842,-0.2516750433959186,-0.257443573045149
3.41,-0.5599800577420023,-0.4643285774995687,-0.3628797058774477,-0.2562135537662934,-0.22405580853475268,-0.21874536293531996,-0.21465482203376565,-0.2168048842183267,-0.21906969116055366,-0.22049077563937042,-0.22587513835073728,-0.23031172123292026,-0.23622321017754747,-0.24529703780674886,-0.2530765558480177,-0.2589289504573641,-0.26238130139452887,-0.2694098566734899,-0.27876689364467383,-0.2864689892334273,-0.2919549620713471,-0.2948361987409669,-0.30298383641466,-0.31290188259995266,-0.3208707874823607,-0.3263713239877956,-0.32906110070445493,-0.33797942933237973,-0.3487247117399265,-0.35724872847414346
3.9,-0.7101808914439688,-0.5565917718271358,-0.41321308767587,-0.3067090836998656,-0.2971339651373691,-0.29018202076059957,-0.28468884558319596,-0.28578195356627834,-0.2894100781300702,-0.2916289927052816,-0.2999673233111603,-0.3058989045342584,-0.3134452152910675,-0.32586755348545565,-0.33653701876557895,-0.34452436060609365,-0.34912019030106534,-0.3580490103479549,-0.37104216781209076,-0.38175906249795455,-0.3893441579929857,-0.39319011497825646,-0.40340302847305887,-0.41742217191227154,-0.42872623405469185,-0.436486817361539,-0.4401392000325654,-0.45101243664327506,-0.46650226939754785,-0.47885577226443266
4.38,-0.815070117559453,-0.6019087638340821,-0.4271501281891092,-0.39501283447127755,-0.3832948182602591,-0.3745474381419511,-0.3673848260947556,-0.36585568654258627,-0.37160110040513383,-0.37598959779032726,-0.387748053488173,-0.39545333121885823,-0.4047780382602922,-0.421445296458953,-0.43578763563799305,-0.4464464475966308,-0.4523591340267345,-0.46332867408822037,-0.48107584574075213,-0.49574646807177564,-0.5060301957177616,-0.5109706894420628,-0.5232599052615977,-0.5428414874333887,-0.5586977276603158,-0.5694875835293958,-0.5742629431622407,-0.586752226264501,-0.6089416510187042,-0.6267562411268371
4.86,-0.8125567270099366,-0.5811093112793427,-0.5181973200192934,-0.4977052474796383,-0.4842086507050303,-0.4736654050095665,-0.4645671763117931,-0.45778459708065883,-0.46683989491372857,-0.47603861795939445,-0.4913545651719934,-0.5011188618806434,-0.5123859074802278,-0.5344936277514661,-0.5535507734115156,-0.5675537788339261,-0.5748928665838334,-0.5880773012194022,-0.6121544770802385,-0.632101323880284,-0.6458701122661654,-0.6519210465999656,-0.6662336856756039,-0.6935665209261317,-0.7158086596337997,-0.7307150900625309,-0.736635828897478,-0.7500240207279542,-0.7820402024548619,-0.8079638175743187
