mode1r,mode1i,mode2r,mode2i,other_moder,other_modei,g_phase,time
1.626775204,0.697965883,1.630261198,0.541318601,,,,
1.628522031,0.698228288,1.632040109,0.541307594,,,,
1.630253919,0.698499637,1.63380555,0.541307659,,,,
1.631970729,0.698779739,1.635557354,0.541318628,,,,
1.633672321,0.699068396,1.637295352,0.541340329,,,,
1.63535856,0.699365411,1.639019382,0.541372589,,,,
1.637029313,0.699670584,1.640729282,0.541415233,,,,
1.638684449,0.699983713,1.642424893,0.541468083,,,,
1.640323842,0.700304595,1.644106058,0.541530959,,,,
1.641947366,0.700633026,1.645772623,0.541603679,,,,
1.643554901,0.700968798,1.647424436,0.54168606,,,,
1.645146327,0.701311703,1.649061349,0.541777915,,,,
1.64672153,0.701661531,1.650683215,0.541879056,,,,
1.648280395,0.702018072,1.65228989,0.541989293,,,,
1.649822813,0.70238111,1.653881233,0.542108434,,,,
1.651348677,0.702750433,1.655457106,0.542236285,,,,
1.652857884,0.703125825,1.657017372,0.542372651,,,,
1.654350332,0.703507067,1.6585619,0.542517333,,,,
1.655825923,0.703893941,1.660090558,0.542670133,,,,
1.657284563,0.704286228,1.661603219,0.542830849,,,,
1.65872616,0.704683706,1.663099758,0.542999279,,,,
1.660150625,0.705086152,1.664580054,0.543175218,,,,
1.661557873,0.705493344,1.666043988,0.543358459,,,,
1.662947821,0.705905055,1.667491444,0.543548796,,,,
1.66432039,0.70632106,1.668922307,0.543746019,,,,
1.665675505,0.706741133,1.670336469,0.543949916,,,,
1.667013091,0.707165045,1.671733821,0.544160277,,,,
1.668333079,0.707592567,1.673114259,0.544376886,,,,
1.669635403,0.708023469,1.674477682,0.544599529,,,,
1.67092,0.708457521,1.675823991,0.54482799,,,,
1.672186808,0.708894491,1.677153091,0.54506205,,,,
1.673435772,0.709334147,1.678464889,0.545301491,,,,
1.674666837,0.709776256,1.679759296,0.545546092,,,,
1.675879954,0.710220583,1.681036226,0.545795632,,,,
1.677075074,0.710666894,1.682295596,0.546049889,,,,
1.678252154,0.711114955,1.683537324,0.546308637,,,,
1.679411154,0.71156453,1.684761336,0.546571654,,,,
1.680552037,0.712015382,1.685967555,0.546838712,,,,
1.681674767,0.712467275,1.687155913,0.547109586,,,,
1.682779315,0.712919972,1.68832634,0.547384047,,,,
1.683865652,0.713373235,1.689478774,0.547661867,,,,
1.684933756,0.713826827,1.690613151,0.547942816,,,,
1.685983604,0.714280509,1.691729416,0.548226665,,,,
1.68701518,0.714734044,1.692827511,0.548513182,,,,
1.68802847,0.715187192,1.693907387,0.548802135,,,,
1.689023462,0.715639716,1.694968994,0.549093293,,,,
1.690000149,0.716091376,1.696012287,0.549386422,,,,
1.690958527,0.716541933,1.697037225,0.549681288,,,,
1.691898595,0.71699115,1.698043768,0.549977658,,,,
1.692820355,0.717438786,1.699031881,0.550275297,,,,
1.693723814,0.717884604,1.700001532,0.55057397,,,,
1.694608979,0.718328364,1.700952692,0.550873442,,,,
1.695475865,0.718769829,1.701885335,0.551173476,,,,
1.696324486,0.71920876,1.702799439,0.551473837,,,,
1.697154861,0.719644919,1.703694984,0.551774289,,,,
1.697967014,0.720078068,1.704571955,0.552074594,,,,
1.698760969,0.720507971,1.705430339,0.552374516,,,,
1.699536756,0.72093439,1.706270127,0.552673818,,,,
1.700294406,0.721357089,1.707091313,0.552972263,,,,
1.701033956,0.721775832,1.707893894,0.553269614,,,,
1.701755444,0.722190384,1.708677871,0.553565635,,,,
1.702458913,0.722600509,1.709443247,0.553860088,,,,
1.703144408,0.723005975,1.71019003,0.554152736,,,,
1.703811977,0.723406546,1.71091823,0.554443342,,,,
1.704461672,0.72380199,1.711627861,0.554731671,,,,
1.705093549,0.724192076,1.71231894,0.555017486,,,,
1.705707666,0.724576572,1.712991487,0.55530055,,,,
1.706304085,0.724955248,1.713645525,0.555580629,,,,
1.70688287,0.725327874,1.714281081,0.555857486,,,,
1.707444089,0.725694221,1.714898186,0.556130888,,,,
1.707987813,0.726054063,1.715496873,0.556400599,,,,
1.708514118,0.726407173,1.716077178,0.556666385,,,,
1.709023079,0.726753324,1.716639141,0.556928013,,,,
1.709514779,0.727092293,1.717182805,0.557185251,,,,
1.7099893,0.727423857,1.717708217,0.557437866,,,,
1.710446729,0.727747794,1.718215425,0.557685626,,,,
1.710887157,0.728063883,1.718704483,0.557928302,,,,
1.711310675,0.728371904,1.719175447,0.558165662,,,,
1.711717382,0.72867164,1.719628375,0.558397478,,,,
1.712107374,0.728962873,1.720063329,0.558623521,,,,
1.712480755,0.729245389,1.720480376,0.558843564,,,,
1.71283763,0.729518973,1.720879584,0.559057381,,,,
1.713178106,0.729783414,1.721261024,0.559264745,,,,
1.713502295,0.7300385,1.721624771,0.559465433,,,,
1.71381031,0.730284021,1.721970903,0.55965922,,,,
1.714102268,0.730519772,1.722299502,0.559845886,,,,
1.714378289,0.730745544,1.722610651,0.560025208,,,,
1.714638496,0.730961135,1.722904437,0.560196966,,,,
1.714883014,0.731166342,1.723180951,0.560360943,,,,
1.715111971,0.731360964,1.723440286,0.56051692,,,,
1.715325498,0.731544801,1.723682537,0.560664681,,,,
1.715523729,0.731717658,1.723907805,0.560804013,,,,
1.7157068,0.731879338,1.724116192,0.5609347,,,,
1.715874851,0.732029648,1.724307802,0.561056532,,,,
1.716028024,0.732168398,1.724482744,0.561169298,,,,
1.716166462,0.732295398,1.724641129,0.561272789,,,,
1.716290314,0.73241046,1.72478307,0.561366799,,,,
1.716399729,0.7325134,1.724908685,0.56145112,,,,
1.716494859,0.732604034,1.725018093,0.56152555,,,,
1.716575859,0.732682181,1.725111416,0.561589886,,,,
1.716642887,0.732747663,1.725188779,0.561643927,,,,
1.716696103,0.732800304,1.725250312,0.561687474,,,,
1.716735668,0.732839928,1.725296144,0.561720331,,,,
1.716761748,0.732866364,1.725326408,0.561742302,,,,
1.71677451,0.732879443,1.725341242,0.561753193,,,,
1.716774123,0.732878997,1.725340783,0.561752814,,,,
1.716760758,0.732864861,1.725325174,0.561740975,,,,
1.716734591,0.732836873,1.725294559,0.561717488,,,,
1.716695798,0.732794872,1.725249083,0.561682168,,,,
1.716644556,0.732738701,1.725188897,0.561634831,,,,
1.716581047,0.732668206,1.725114153,0.561575297,,,,
1.716505453,0.732583232,1.725025004,0.561503385,,,,
1.716417961,0.732483631,1.724921607,0.561418919,,,,
1.716318756,0.732369256,1.724804122,0.561321725,,,,
1.716208027,0.732239961,1.724672711,0.561211628,,,,
1.716085967,0.732095604,1.724527537,0.56108846,,,,
1.715952768,0.731936046,1.724368767,0.560952052,,,,
1.715808625,0.73176115,1.724196569,0.560802237,,,,
1.715653736,0.731570782,1.724011115,0.560638854,,,,
1.715488298,0.731364812,1.723812577,0.560461741,,,,
1.715312512,0.73114311,1.723601132,0.560270738,,,,
1.715126582,0.730905552,1.723376957,0.560065691,,,,
1.71493071,0.730652014,1.723140233,0.559846445,,,,
1.714725104,0.730382376,1.722891139,0.55961285,,,,
1.71450997,0.730096522,1.722629862,0.559364757,,,,
1.714285517,0.729794337,1.722356588,0.559102019,,,,
1.714051956,0.72947571,1.722071503,0.558824493,,,,
1.7138095,0.729140533,1.721774799,0.558532039,,,,
1.713558362,0.728788701,1.721466667,0.558224518,,,,
1.713298757,0.728420111,1.721147302,0.557901795,,,,
1.713030902,0.728034665,1.720816899,0.557563737,,,,
1.712755015,0.727632265,1.720475656,0.557210214,,,,
1.712471315,0.727212819,1.720123773,0.556841099,,,,
1.712180023,0.726776237,1.71976145,0.556456267,,,,
1.711881361,0.726322431,1.719388892,0.556055596,,,,
1.711575552,0.725851318,1.719006301,0.555638968,,,,
1.711262819,0.725362817,1.718613886,0.555206266,,,,
1.710943389,0.72485685,1.718211853,0.554757377,,,,
1.710617487,0.724333342,1.717800412,0.554292192,,,,
1.710285342,0.723792223,1.717379775,0.553810602,,,,
1.709947181,0.723233424,1.716950153,0.553312503,,,,
1.709603234,0.72265688,1.71651176,0.552797793,,,,
1.709253731,0.72206253,1.716064813,0.552266375,,,,
1.708898904,0.721450314,1.715609527,0.551718152,,,,
1.708538983,0.720820177,1.715146121,0.551153033,,,,
1.708174203,0.720172068,1.714674813,0.550570927,,,,
1.707804796,0.719505937,1.714195826,0.549971748,,,,
1.707430997,0.718821739,1.713709379,0.549355412,,,,
1.70705304,0.718119431,1.713215696,0.54872184,,,,
1.70667116,0.717398975,1.712715002,0.548070955,,,,
1.706285594,0.716660334,1.71220752,0.547402681,,,,
1.705896577,0.715903476,1.711693478,0.546716948,,,,
1.705504347,0.715128373,1.711173103,0.546013689,,,,
1.70510914,0.714334997,1.710646621,0.545292838,,,,
1.704711195,0.713523327,1.710114263,0.544554334,,,,
1.704310749,0.712693342,1.709576258,0.543798119,,,,
1.70390804,0.711845028,1.709032836,0.543024137,,,,
1.703503306,0.710978372,1.70848423,0.542232337,,,,
1.703096787,0.710093364,1.70793067,0.541422669,,,,
1.70268872,0.709189998,1.70737239,0.540595089,,,,
1.702279345,0.708268271,1.706809624,0.539749553,,,,
1.7018689,0.707328185,1.706242604,0.538886024,,,,
1.701457624,0.706369743,1.705671566,0.538004464,,,,
1.701045755,0.705392952,1.705096745,0.537104841,,,,
1.700633533,0.704397824,1.704518375,0.536187126,,,,
1.700221195,0.703384371,1.703936694,0.535251293,,,,
1.699808981,0.702352612,1.703351936,0.53429732,,,,
1.699397127,0.701302567,1.70276434,0.533325185,,,,
1.698985872,0.70023426,1.70217414,0.532334874,,,,
1.698575452,0.699147718,1.701581576,0.531326373,,,,
1.698166106,0.698042972,1.700986883,0.530299673,,,,
1.697758069,0.696920055,1.700390299,0.529254766,,,,
1.697351578,0.695779004,1.699792062,0.528191651,,,,
1.696946869,0.694619861,1.699192409,0.527110327,,,,
1.696544175,0.693442668,1.698591578,0.526010797,,,,
1.696143732,0.692247473,1.697989806,0.524893068,,,,
1.695745774,0.691034326,1.697387331,0.523757151,,,,
1.695350534,0.689803279,1.696784389,0.522603058,,,,
1.694958243,0.688554391,1.696181218,0.521430806,,,,
1.694569134,0.687287721,1.695578055,0.520240415,,,,
1.694183437,0.686003332,1.694975137,0.519031908,,,,
1.693801382,0.68470129,1.694372699,0.517805312,,,,
1.693423198,0.683381665,1.693770977,0.516560655,,,,
1.693049113,0.68204453,1.693170208,0.515297972,,,,
1.692679353,0.680689961,1.692570626,0.514017298,,,,
1.692314146,0.679318036,1.691972465,0.512718672,,,,
1.691953715,0.677928839,1.691375961,0.511402138,,,,
1.691598284,0.676522453,1.690781345,0.51006774,,,,
1.691248076,0.675098968,1.690188852,0.50871553,,,,
1.690903312,0.673658476,1.689598713,0.507345557,,,,
1.690564212,0.67220107,1.689011159,0.505957879,,,,
1.690230995,0.670726849,1.688426422,0.504552554,,,,
1.689903877,0.669235914,1.687844732,0.503129644,,,,
1.689583076,0.667728367,1.687266316,0.501689214,,,,
1.689268805,0.666204316,1.686691404,0.500231332,,,,
1.688961277,0.66466387,1.686120223,0.49875607,,,,
1.688660704,0.663107142,1.685552999,0.497263502,,,,
1.688367296,0.661534248,1.684989957,0.495753706,,,,
1.688081261,0.659945306,1.684431321,0.494226763,,,,
1.687802806,0.658340438,1.683877315,0.492682756,,,,
1.687532136,0.656719768,1.68332816,0.491121773,,,,
1.687269454,0.655083422,1.682784077,0.489543903,,,,
1.687014962,0.653431531,1.682245286,0.487949241,,,,
1.68676886,0.651764229,1.681712004,0.486337881,,,,
1.686531345,0.650081649,1.681184449,0.484709922,,,,
1.686302613,0.648383931,1.680662837,0.483065468,,,,
1.686082859,0.646671215,1.68014738,0.481404623,,,,
1.685872275,0.644943645,1.679638293,0.479727496,,,,
1.685671051,0.643201368,1.679135786,0.478034196,,,,
1.685479375,0.641444532,1.678640069,0.476324838,,,,
1.685297433,0.639673289,1.678151351,0.474599539,,,,
1.685125409,0.637887793,1.677669837,0.472858419,,,,
1.684963486,0.636088201,1.677195733,0.471101599,,,,
1.684811842,0.634274673,1.676729241,0.469329206,,,,
1.684670656,0.632447369,1.676270564,0.467541366,,,,
1.684540102,0.630606454,1.675819902,0.465738213,,,,
1.684420354,0.628752095,1.675377451,0.463919878,,,,
1.684311582,0.626884461,1.674943409,0.462086498,,,,
1.684213955,0.625003723,1.67451797,0.460238212,,,,
1.684127639,0.623110054,1.674101326,0.458375163,,,,
1.684052797,0.621203632,1.673693667,0.456497494,,,,
1.68398959,0.619284634,1.673295182,0.454605353,,,,
1.683938178,0.61735324,1.672906057,0.452698888,,,,
1.683898716,0.615409634,1.672526478,0.450778253,,,,
1.683871358,0.613454001,1.672156625,0.448843603,,,,
1.683856255,0.611486526,1.67179668,0.446895093,,,,
1.683853556,0.6095074,1.67144682,0.444932885,,,,
1.683863407,0.607516814,1.671107221,0.442957139,,,,
1.683885951,0.605514961,1.670778058,0.440968022,,,,
1.683921328,0.603502035,1.6704595,0.438965699,,,,
1.683969677,0.601478235,1.670151718,0.436950341,,,,
1.684031133,0.599443759,1.669854878,0.434922118,,,,
1.684105828,0.597398808,1.669569145,0.432881205,,,,
1.684193892,0.595343584,1.669294681,0.430827778,,,,
1.684295452,0.593278293,1.669031645,0.428762015,,,,
1.684410632,0.591203141,1.668780194,0.426684098,,,,
1.684539553,0.589118335,1.668540484,0.424594208,,,,
1.684682334,0.587024085,1.668312666,0.422492532,,,,
1.68483909,0.584920603,1.66809689,0.420379255,,,,
1.685009933,0.582808101,1.667893304,0.418254567,,,,
1.685194973,0.580686795,1.667702051,0.416118659,,,,
1.685394318,0.578556899,1.667523275,0.413971725,,,,
1.685608069,0.576418632,1.667357113,0.411813959,,,,
1.685836329,0.574272212,1.667203704,0.409645558,,,,
1.686079195,0.572117859,1.66706318,0.407466721,,,,
1.686336761,0.569955796,1.666935673,0.405277648,,,,
1.686609119,0.567786245,1.666821311,0.403078543,,,,
1.686896358,0.56560943,1.666720221,0.40086961,,,,
1.687198563,0.563425577,1.666632524,0.398651053,,,,
1.687515816,0.561234912,1.666558342,0.396423082,,,,
1.687848196,0.559037663,1.666497791,0.394185906,,,,
1.68819578,0.556834059,1.666450985,0.391939734,,,,
1.68855864,0.55462433,1.666418037,0.389684781,,,,
1.688936845,0.552408706,1.666399055,0.387421259,,,,
1.689330464,0.55018742,1.666394144,0.385149384,,,,
1.689739558,0.547960704,1.666403407,0.382869374,,,,
1.690164188,0.545728792,1.666426944,0.380581447,,,,
1.690604411,0.543491918,1.666464852,0.378285821,,,,
1.691060281,0.541250318,1.666517225,0.375982719,,,,
1.691531848,0.539004227,1.666584152,0.373672363,,,,
1.692019158,0.536753883,1.666665723,0.371354976,,,,
1.692522257,0.534499521,1.666762021,0.369030783,,,,
1.693041185,0.532241381,1.666873129,0.366700011,,,,
1.693575978,0.529979701,1.666999124,0.364362885,,,,
1.694126672,0.52771472,1.667140082,0.362019634,,,,
1.694693297,0.525446677,1.667296076,0.359670488,,,,
1.69527588,0.523175812,1.667467174,0.357315676,,,,
1.695874446,0.520902365,1.667653442,0.35495543,,,,
1.696489016,0.518626577,1.667854944,0.352589981,,,,
1.697119606,0.516348689,1.668071739,0.350219562,,,,
1.697766233,0.514068942,1.668303883,0.347844408,,,,
1.698428905,0.511787577,1.66855143,0.345464752,,,,
1.699107632,0.509504836,1.66881443,0.34308083,,,,
1.699802417,0.50722096,1.66909293,0.340692876,,,,
1.700513262,0.50493619,1.669386973,0.338301129,,,,
1.701240163,0.502650768,1.6696966,0.335905825,,,,
1.701983116,0.500364937,1.670021847,0.333507201,,,,
1.702742111,0.498078936,1.67036275,0.331105496,,,,
1.703517137,0.495793008,1.670719339,0.328700949,,,,
1.704308177,0.493507394,1.671091641,0.326293797,,,,
1.705115212,0.491222335,1.67147968,0.323884281,,,,
1.705938221,0.488938071,1.671883477,0.32147264,,,,
1.706777178,0.486654842,1.67230305,0.319059114,,,,
1.707632053,0.484372889,1.672738414,0.316643944,,,,
1.708502815,0.482092451,1.673189579,0.314227369,,,,
1.709389429,0.479813768,1.673656553,0.31180963,,,,
1.710291855,0.477537077,1.67413934,0.309390969,,,,
1.711210052,0.475262617,1.674637943,0.306971624,,,,
1.712143974,0.472990626,1.675152359,0.304551838,,,,
1.713093572,0.470721341,1.675682582,0.302131851,,,,
1.714058796,0.468454996,1.676228604,0.299711903,,,,
1.71503959,0.466191829,1.676790414,0.297292235,,,,
1.716035895,0.463932073,1.677367995,0.294873087,,,,
1.717047651,0.461675963,1.677961331,0.292454699,,,,
1.718074792,0.459423732,1.678570398,0.290037311,,,,
1.719117251,0.457175611,1.679195172,0.287621162,,,,
1.720174956,0.454931832,1.679835624,0.285206491,,,,
1.721247833,0.452692625,1.680491724,0.282793538,,,,
1.722335806,0.450458219,1.681163437,0.280382539,,,,
1.723438792,0.448228842,1.681850724,0.277973734,,,,
1.724556709,0.446004721,1.682553544,0.27556736,,,,
1.72568947,0.443786082,1.683271853,0.273163652,,,,
1.726836985,0.44157315,1.684005603,0.270762848,,,,
1.727999161,0.439366147,1.684754743,0.268365182,,,,
1.729175902,0.437165296,1.68551922,0.265970889,,,,
1.730367109,0.434970817,1.686298975,0.263580203,,,,
1.73157268,0.43278293,1.687093949,0.261193358,,,,
1.732792509,0.430601853,1.687904078,0.258810584,,,,
1.734026489,0.428427802,1.688729294,0.256432115,,,,
1.735274509,0.426260991,1.689569529,0.25405818,,,,
1.736536454,0.424101635,1.690424709,0.251689009,,,,
1.737812208,0.421949945,1.691294757,0.24932483,,,,
1.739101651,0.419806132,1.692179594,0.24696587,,,,
1.74040466,0.417670403,1.693079139,0.244612357,,,,
1.74172111,0.415542965,1.693993305,0.242264514,,,,
1.743050872,0.413424024,1.694922004,0.239922567,,,,
1.744393815,0.411313783,1.695865144,0.237586738,,,,
1.745749805,0.409212444,1.696822631,0.235257248,,,,
1.747118707,0.407120205,1.697794367,0.232934317,,,,
1.748500379,0.405037265,1.698780252,0.230618165,,,,
1.74989468,0.402963819,1.699780181,0.228309009,,,,
1.751301465,0.400900061,1.700794049,0.226007064,,,,
1.752720587,0.398846183,1.701821746,0.223712546,,,,
1.754151896,0.396802375,1.702863159,0.221425667,,,,
1.755595239,0.394768824,1.703918174,0.219146639,,,,
1.757050461,0.392745716,1.704986672,0.216875671,,,,
1.758517404,0.390733234,1.706068532,0.214612972,,,,
1.759995907,0.388731559,1.70716363,0.212358748,,,,
1.761485809,0.38674087,1.708271839,0.210113205,,,,
1.762986944,0.384761345,1.709393031,0.207876545,,,,
1.764499144,0.382793157,1.710527074,0.205648969,,,,
1.76602224,0.380836479,1.711673831,0.203430677,,,,
1.767556059,0.378891479,1.712833166,0.201221867,,,,
1.769100427,0.376958327,1.714004939,0.199022734,,,,
1.770655166,0.375037185,1.715189006,0.196833472,,,,
1.772220098,0.373128218,1.716385223,0.194654274,,,,
1.773795042,0.371231585,1.71759344,0.192485327,,,,
1.775379813,0.369347444,1.718813508,0.190326821,,,,
1.776974227,0.367475948,1.720045272,0.188178941,,,,
1.778578095,0.365617252,1.721288578,0.186041871,,,,
1.780191228,0.363771504,1.722543267,0.183915791,,,,
1.781813434,0.361938852,1.723809179,0.181800882,,,,
1.783444518,0.36011944,1.725086149,0.179697319,,,,
1.785084286,0.35831341,1.726374014,0.177605279,,,,
1.78673254,0.356520901,1.727672605,0.175524933,,,,
1.78838908,0.354742049,1.728981752,0.173456451,,,,
1.790053704,0.352976989,1.730301282,0.171400001,,,,
1.791726209,0.35122585,1.731631021,0.169355749,,,,
1.793406391,0.349488761,1.732970792,0.167323858,,,,
1.795094042,0.347765847,1.734320416,0.165304488,,,,
1.796788955,0.34605723,1.735679711,0.163297797,,,,
1.798490918,0.34436303,1.737048493,0.161303941,,,,
1.800199721,0.342683363,1.738426579,0.159323073,,,,
1.80191515,0.341018342,1.739813779,0.157355343,,,,
1.803636991,0.339368078,1.741209905,0.1554009,,,,
1.805365026,0.33773268,1.742614764,0.153459888,,,,
1.807099039,0.336112251,1.744028163,0.151532451,,,,
1.80883881,0.334506893,1.745449907,0.149618728,,,,
1.810584119,0.332916705,1.746879799,0.147718857,,,,
1.812334743,0.331341782,1.748317638,0.145832971,,,,
1.814090461,0.329782217,1.749763225,0.143961204,,,,
1.815851047,0.328238099,1.751216357,0.142103684,,,,
1.817616277,0.326709515,1.752676828,0.140260537,,,,
1.819385923,0.325196547,1.754144434,0.138431887,,,,
1.821159757,0.323699276,1.755618965,0.136617855,,,,
1.822937552,0.322217779,1.757100213,0.134818558,,,,
1.824719076,0.320752129,1.758587967,0.133034111,,,,
1.8265041,0.319302397,1.760082015,0.131264626,,,,
1.828292391,0.31786865,1.761582141,0.129510212,,,,
1.830083717,0.316450952,1.763088131,0.127770976,,,,
1.831877844,0.315049365,1.764599768,0.12604702,,,,
1.833674539,0.313663946,1.766116834,0.124338444,,,,
1.835473566,0.312294749,1.767639109,0.122645346,,,,
1.837274689,0.310941827,1.769166373,0.12096782,,,,
1.839077672,0.309605226,1.770698402,0.119305957,,,,
1.840882278,0.308284991,1.772234975,0.117659845,,,,
1.84268827,0.306981164,1.773775866,0.116029568,,,,
1.844495409,0.305693784,1.77532085,0.11441521,,,,
1.846303457,0.304422884,1.776869701,0.112816848,,,,
1.848112174,0.303168497,1.77842219,0.111234558,,,,
1.849921322,0.301930651,1.779978089,0.109668413,,,,
1.85173066,0.30070937,1.781537169,0.108118482,,,,
1.853539949,0.299504677,1.783099199,0.106584831,,,,
1.855348949,0.298316589,1.784663948,0.105067524,,,,
1.857157418,0.297145122,1.786231183,0.10356662,,,,
1.858965116,0.295990288,1.787800671,0.102082175,,,,
1.860771803,0.294852095,1.78937218,0.100614245,,,,
1.862577237,0.293730547,1.790945474,0.099162877,,,,
1.864381177,0.292625647,1.792520318,0.097728121,,,,
1.866183384,0.291537393,1.794096478,0.096310019,,,,
1.867983615,0.290465781,1.795673716,0.094908612,,,,
1.869781631,0.289410801,1.797251797,0.093523938,,,,
1.871577191,0.288372442,1.798830483,0.09215603,,,,
1.873370054,0.28735069,1.800409537,0.090804919,,,,
1.875159981,0.286345527,1.80198872,0.089470634,,,,
1.876946732,0.28535693,1.803567795,0.088153197,,,,
1.878730067,0.284384875,1.805146523,0.086852631,,,,
1.880509748,0.283429334,1.806724665,0.085568952,,,,
1.882285536,0.282490275,1.808301983,0.084302176,,,,
1.884057192,0.281567665,1.809878237,0.083052314,,,,
1.88582448,0.280661464,1.811453189,0.081819373,,,,
1.887587162,0.279771631,1.813026599,0.080603358,,,,
1.889345003,0.278898123,1.814598227,0.07940427,,,,
1.891097765,0.278040891,1.816167835,0.078222108,,,,
1.892845215,0.277199885,1.817735184,0.077056866,,,,
1.894587119,0.276375049,1.819300035,0.075908536,,,,
1.896323242,0.275566327,1.820862148,0.074777106,,,,
1.898053352,0.274773658,1.822421286,0.07366256,,,,
1.899777217,0.273996978,1.82397721,0.072564882,,,,
1.901494608,0.273236219,1.825529681,0.071484047,,,,
1.903205293,0.272491313,1.827078463,0.070420033,,,,
1.904909045,0.271762184,1.828623318,0.069372811,,,,
1.906605635,0.271048757,1.830164009,0.068342349,,,,
1.908294837,0.270350952,1.8317003,0.067328613,,,,
1.909976426,0.269668686,1.833231956,0.066331565,,,,
1.911650177,0.269001873,1.83475874,0.065351163,,,,
1.913315867,0.268350425,1.836280418,0.064387364,,,,
1.914973275,0.267714248,1.837796756,0.06344012,,,,
1.916622181,0.267093248,1.839307522,0.062509379,,,,
1.918262364,0.266487327,1.840812482,0.061595089,,,,
1.919893608,0.265896383,1.842311406,0.060697192,,,,
1.921515696,0.265320313,1.843804061,0.059815627,,,,
1.923128415,0.264759008,1.845290218,0.058950332,,,,
1.924731549,0.26421236,1.846769649,0.058101239,,,,
1.926324889,0.263680255,1.848242124,0.057268278,,,,
1.927908224,0.263162577,1.849707418,0.056451377,,,,
1.929481345,0.262659208,1.851165304,0.05565046,,,,
1.931044047,0.262170024,1.852615556,0.054865447,,,,
1.932596124,0.261694903,1.854057953,0.054096257,,,,
1.934137373,0.261233717,1.85549227,0.053342804,,,,
1.935667593,0.260786335,1.856918286,0.052605,,,,
1.937186584,0.260352625,1.858335782,0.051882753,,,,
1.938694148,0.259932451,1.859744538,0.051175969,,,,
1.940190091,0.259525674,1.861144338,0.05048455,,,,
1.941674219,0.259132155,1.862534965,0.049808398,,,,
1.943146339,0.258751748,1.863916205,0.049147407,,,,
1.944606262,0.258384308,1.865287845,0.048501472,,,,
1.9460538,0.258029685,1.866649672,0.047870484,,,,
1.947488769,0.257687729,1.868001477,0.04725433,,,,
1.948910984,0.257358285,1.869343052,0.046652897,,,,
1.950320265,0.257041196,1.87067419,0.046066065,,,,
1.951716432,0.256736304,1.871994685,0.045493715,,,,
1.953099309,0.256443447,1.873304335,0.044935723,,,,
1.954468722,0.256162462,1.874602937,0.044391962,,,,
1.955824498,0.255893181,1.875890291,0.043862305,,,,
1.957166467,0.255635436,1.8771662,0.043346619,,,,
1.958494463,0.255389057,1.878430468,0.04284477,,,,
1.95980832,0.25515387,1.879682899,0.04235662,,,,
1.961107875,0.254929699,1.880923303,0.041882031,,,,
1.962392969,0.254716367,1.882151487,0.04142086,,,,
1.963663444,0.254513693,1.883367265,0.040972961,,,,
1.964919146,0.254321496,1.884570449,0.040538188,,,,
1.96615992,0.254139592,1.885760856,0.04011639,,,,
1.967385619,0.253967793,1.886938303,0.039707415,,,,
1.968596094,0.253805913,1.88810261,0.039311108,,,,
1.969791201,0.253653759,1.889253599,0.03892731,,,,
1.970970798,0.253511141,1.890391096,0.038555863,,,,
1.972134746,0.253377864,1.891514926,0.038196604,,,,
1.973282907,0.253253731,1.892624918,0.037849368,,,,
1.97441515,0.253138545,1.893720904,0.037513988,,,,
1.975531342,0.253032106,1.894802718,0.037190295,,,,
1.976631356,0.252934211,1.895870195,0.036878117,,,,
1.977715066,0.252844659,1.896923174,0.036577281,,,,
1.978782349,0.252763243,1.897961495,0.03628761,,,,
1.979833087,0.252689757,1.898985002,0.036008926,,,,
1.980867162,0.252623992,1.899993541,0.03574105,,,,
1.981884461,0.252565739,1.90098696,0.035483797,,,,
1.982884874,0.252514786,1.90196511,0.035236984,,,,
1.983868291,0.25247092,1.902927845,0.035000425,,,,
1.984834608,0.252433927,1.90387502,0.034773931,,,,
1.985783724,0.25240359,1.904806494,0.03455731,,,,
1.98671554,0.252379693,1.905722129,0.034350372,,,,
1.98762996,0.252362016,1.906621789,0.034152922,,,,
1.98852689,0.25235034,1.90750534,0.033964763,,,,
1.989406243,0.252344444,1.908372652,0.033785697,,,,
1.99026793,0.252344105,1.909223598,0.033615526,,,,
1.99111187,0.2523491,1.910058053,0.033454047,,,,
1.99193798,0.252359203,1.910875894,0.033301057,,,,
1.992746185,0.252374191,1.911677003,0.033156352,,,,
1.99353641,0.252393834,1.912461262,0.033019725,,,,
1.994308585,0.252417907,1.913228559,0.032890968,,,,
1.995062642,0.252446179,1.913978783,0.032769871,,,,
1.995798516,0.252478422,1.914711827,0.032656224,,,,
1.996516147,0.252514405,1.915427585,0.032549814,,,,
1.997215476,0.252553897,1.916125956,0.032450427,,,,
1.997896449,0.252596665,1.916806841,0.032357848,,,,
1.998559014,0.252642477,1.917470144,0.032271861,,,,
1.999203123,0.252691099,1.918115774,0.032192247,,,,
1.999828731,0.252742297,1.918743639,0.032118787,,,,
2.000435796,0.252795836,1.919353654,0.03205126,,,,
2.001024281,0.252851482,1.919945735,0.031989447,,,,
2.001594149,0.252908998,1.920519801,0.031933123,,,,
2.002145369,0.252968149,1.921075775,0.031882065,,,,
2.002677913,0.253028696,1.921613584,0.031836048,,,,
2.003191755,0.253090405,1.922133155,0.031794847,,,,
2.003686874,0.253153037,1.922634421,0.031758234,,,,
2.00416325,0.253216354,1.923117317,0.031725983,,,,
2.004620869,0.25328012,1.923581781,0.031697864,,,,
