p
4.003228304405582e-09
1.921282948291747e-07
5.583174740309005e-07
6.585563346872547e-07
1.3557646154627179e-06
2.2993713442165387e-06
4.371889950283148e-06
7.390874043666784e-06
8.754061636917498e-06
1.4980994137103743e-05
1.906367644133322e-05
2.1146861319820687e-05
2.9644819073970652e-05
4.513421125540429e-05
5.635750195209788e-05
5.716627708929334e-05
6.251226192366399e-05
9.93252943923828e-05
9.332707698994636e-05
0.00020727080713012214
0.00011976619579434633
0.0001043653639309916
0.00012447343931976107
0.00016143494150078208
0.0005606568105467336
0.00015161019082921
0.00020937682436694693
5.8674753256382495e-05
0.00030130839473530013
0.000312255638190706
0.0004724532324476005
0.0003192122495050409
0.0005191887482010049
0.00010477445022250009
0.0004619282168680794
0.0005725789277523097
0.0006167576878491898
0.0005813797337941295
0.0006894148614459139
0.0007378829355864092
